ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,7,1,2024-11-04,Saint Peter's,@,St. John's (NY),REG (Non-Conf),L 39-80,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
2,8,2,2024-11-09,Saint Peter's,@,Army,REG (Non-Conf),L 42-64,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
3,9,5,2024-11-23,Saint Peter's,@,FDU,REG (Non-Conf),L 50-67,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
4,10,8,2024-12-08,Saint Peter's,@,Pittsburgh,REG (Non-Conf),L 51-59,,0,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
5,11,10,2024-12-19,Saint Peter's,@,Manhattan,REG (Conf),W 62-49,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
6,12,12,2025-01-02,Saint Peter's,@,Quinnipiac,REG (Conf),L 39-54,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
7,13,13,2025-01-09,Saint Peter's,,Niagara,REG (Conf),W 80-50,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
8,14,15,2025-01-16,Saint Peter's,@,Marist,REG (Conf),L 30-50,,2,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
9,15,19,2025-02-01,Saint Peter's,@,Mount St. Mary's,REG (Conf),L 59-79,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
10,16,22,2025-02-13,Saint Peter's,@,Fairfield,REG (Conf),L 43-73,,4,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,1,2,1.3,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
11,17,24,2025-02-20,Saint Peter's,,Mount St. Mary's,REG (Conf),W 70-54,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Lara Aguzzi,https://www.sports-reference.com/cbb/players/lara-aguzzi-1.html,saint-peters,2024-25
