ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2023-11-06,Richmond,@,Duke,REG (Non-Conf),L 53-83,,1,0,0,,0,0,,0,0,,,0,2,.000,1,1,2,0,0,0,0,0,0,0.2,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
2,2,2,2023-11-12,Richmond,,Delaware State,REG (Non-Conf),W 105-44,,5,2,3,.667,0,0,,2,3,.667,.667,0,0,,1,3,4,1,0,0,1,1,4,3.6,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
3,3,3,2023-11-15,Richmond,@,Gardner-Webb,REG (Non-Conf),W 80-53,,2,0,0,,0,0,,0,0,,,2,2,1.000,0,1,1,0,0,0,0,0,2,2.3,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
4,4,4,2023-11-18,Richmond,,American,REG (Non-Conf),W 76-44,,3,1,2,.500,0,0,,1,2,.500,.500,0,2,.000,2,1,3,0,0,0,0,2,2,1.1,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
5,5,5,2023-11-24,Richmond,N,Maine,REG (Non-Conf),W 77-43,,5,1,1,1.000,0,0,,1,1,1.000,1.000,1,2,.500,0,0,0,0,1,0,0,0,3,3.3,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
6,6,7,2023-11-26,Richmond,N,Louisiana Tech,REG (Non-Conf),W 83-56,,4,0,2,.000,0,0,,0,2,.000,.000,3,4,.750,2,1,3,0,1,0,0,0,3,3.9,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
7,7,9,2023-12-03,Richmond,,Le Moyne,REG (Non-Conf),W 69-40,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
8,8,11,2023-12-16,Richmond,,Liberty,REG (Non-Conf),W 99-73,,3,1,1,1.000,0,0,,1,1,1.000,1.000,1,2,.500,0,1,1,0,0,0,0,0,3,2.6,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
9,9,20,2024-01-20,Richmond,,Dayton,REG (Conf),W 72-39,,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
10,10,23,2024-02-03,Richmond,,Fordham,REG (Conf),W 79-60,,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
11,11,24,2024-02-07,Richmond,@,Rhode Island,REG (Conf),W 68-49,,1,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,0,0,0,0,0,0,0,1,1,-0.5,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
12,12,25,2024-02-11,Richmond,,George Washington,REG (Conf),W 83-61,,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
13,13,28,2024-02-21,Richmond,,La Salle,REG (Conf),W 74-54,,3,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,0,0,-0.7,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
14,14,30,2024-02-28,Richmond,,Duquesne,REG (Conf),W 90-74,,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,3,0,-2.2,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
15,15,31,2024-03-02,Richmond,@,St. Bonaventure,REG (Conf),W 61-46,,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Melissa Mwanza,https://www.sports-reference.com/cbb/players/melissa-mwanza-1.html,richmond,2023-24
