ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2021-11-09,Notre Dame,,Ohio,REG (Non-Conf),W 105-69,,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,1,0,1,0,0,0,0,0,2,2.4,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
2,2,5,2021-11-21,Notre Dame,,Bryant,REG (Non-Conf),W 94-35,,7,1,4,.250,0,2,.000,1,2,.500,.250,0,0,0,0,0,1,0,0,0,0,2,0.3,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
3,3,11,2021-12-12,Notre Dame,,Purdue Fort Wayne,REG (Non-Conf),W 78-41,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
4,4,12,2021-12-19,Notre Dame,,Pittsburgh,REG (Conf),W 85-59,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
5,5,19,2022-01-27,Notre Dame,,Syracuse,REG (Conf),W 83-62,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
6,6,20,2022-01-30,Notre Dame,,Boston College,REG (Conf),W 74-61,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
7,7,24,2022-02-10,Notre Dame,,Miami (FL),REG (Conf),W 69-53,,1,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
8,8,27,2022-02-24,Notre Dame,,Clemson,REG (Conf),W 77-56,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
9,9,28,2022-02-27,Notre Dame,,Louisville,REG (Conf),L 64-86,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
10,10,32,2022-03-21,Notre Dame,@,Oklahoma,ROUND-32,W 108-64,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Sarah Cernugel,https://www.sports-reference.com/cbb/players/sarah-cernugel-1.html,notre-dame,2021-22
